Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score
Wikipedia,178278,hello. i was wondering if any of the books you have can shed much more light on &lt;url&gt;?,21,17,17,17,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.83958961124870812
Wikipedia,161583,hello. do you know if\/how coat of arms from councils abolished in 2009 can be licensed?,17,13,21,17,16,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A19ZT0TQPFA2,A1YV1767FWKN3T,AIPK94CUWL45W,0.48228904347438811
Wikipedia,263756,yeah&#44 chances are it is. how long do you reckon it will be before he edits a sydney related article?,21,21,9,14,13,A1J7EVLCZZQSEM,A16PRU8T6NZLN5,A1TMK6G1BLKVS2,A3EJ5TT2ZGBIDA,AEWF3138PFWEN,0.047817429201540834
Wikipedia,491061,i have put another warning on &lt;url&gt; with full details of the vandalism. can this be reported to london grid&#44 please?,17,15,16,21,17,A233ONYNWKDIYF,AAZKHFKG1B8VQ,AYG3MF094634L,AC25X12LNYY6Y,AD1IH74UX9IAI,0.95063807024241387
Wikipedia,620521,hi deltaquad&#44 since several reviews have been done&#44 can you review the version from the same date? 1 july 2010?,17,17,15,21,18,A2UFD1I8ZO1V4G,AYG3MF094634L,AZ1RJVNOZFIWV,A3TFQK7QK8X6LM,A3L8MJ1C4OEDGV,0.53683878800549423
Wikipedia,252891,ok. thanks ttgl. are you like my handler or mentor now?,9,5,17,1,17,A233ONYNWKDIYF,A1W2G1N4BDF2DW,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AD317NO9623GZ,-0.40952895583155158
Wikipedia,278041,what's wrong with having everything look the same&#44 the links are for the official website of the channel so i don't see the problem??,9,9,9,5,8,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A3IHLWMZNBLUR4,ANS7S6PUWTLF7,-1.2283202917742724
Wikipedia,621859,it's not that&#44 it's just feels ... wrong. an admin especially should be accountable for all his dealings&#44 so why delete the history?,21,14,13,8,5,A1486XFUE4FA27,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AC25X12LNYY6Y,A872FSFU7WV6W,-0.4823225238036678
Wikipedia,620525,hm&#44 i was unaware of said threads. would you mind providing me with a link?,18,13,17,12,13,AYG3MF094634L,A1E0EK09CA5OIO,A38WUWONC7EXTO,A2JKFTV0JXWMI6,A49HPQ9P5AHU4,0.35956857799249808
Wikipedia,168161,as an outsider&#44 i thought that the thrust of floydian's edit was good&#44 but it was a little terse in its wording (i've been guilty of such overly terse writing myself). rather than reverting with such an insulting edit&#44 perhaps coolcaeser could simply copyedit floydian's text?,21,21,16,15,4,ANGX5PAAYGL9P,AW6UIL04MLQ9N,AAZKHFKG1B8VQ,AVHARSCRX7M9E,AZOAW8JH5HJJK,0.35845856970063422
Wikipedia,621852,alright&#44 the npov template is even worse&#44 since it specifically points people to a talk page discussion which does not exist. why are you adding these templates?,12,13,8,13,16,AYG3MF094634L,A3KVLFBRO8X2MZ,A3EJ5TT2ZGBIDA,A1DTQSIIYIZL62,A2WZQ92N4809N1,-0.7357488668419444
Wikipedia,477236,hi j.  i'm thinking it might be a bad idea to start linking all unnamed ep recordings to the ep dab page.  could turn into a very massive list&#44 and maybe not the right use for a dab page?,13,13,9,17,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A3IHLWMZNBLUR4,A3FYTE61RANQTF,-0.01048095633856827
Wikipedia,343268,i've steadily become more interested in getting this article up to fa&#44 but i'm having trouble finding sources that actually analyze ''contemporary r&b'' instead of the entire &lt;url&gt; genre. do you have any advice or would you be interested in working on it together?,21,21,17,21,21,A233ONYNWKDIYF,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,A2ULMYRKQMNNFG,A37ADCYLCSB5O2,1.5175918165213225
Wikipedia,621854,liked that &lt;url&gt; i tore into that spammer? got a box with a gun?,9,5,9,5,9,A233ONYNWKDIYF,A34A6MSJTD9A4L,A1F4D2PZ7NNWTL,A15YL2MKU0RY98,A9LK8OAITVXOQ,-1.1861630802540364
Wikipedia,232110,please answer bishonen question to you. when were you invited to comment on uc related subjects?,10,16,9,5,9,A22SZHZTF72TRM,AYG3MF094634L,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.86686245496376935
Wikipedia,137334,fyi&#44 perhaps you failed to notice&#44 but anthropologist's \&#34accursed\&#34 faux pas was already brought to his attention by philbrick. i think you'll probably agree that a second&#44 dedicated tp section is a bit of an overkill&#44 no?,17,13,13,9,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A3GOI327COFGY5,A00613921OIEGJA322163,-0.78194501855047471
Wikipedia,137337,eeeeerrrrr... could you type a little slower&#44 i am having trouble with the above!?,6,9,10,14,17,A2ZABRSFZKUOKV,ANMGOZ451W9ZN,A6YO9886DY2SC,AYG3MF094634L,A1BJTTNDDFZ3ZP,-0.57983460257121444
Wikipedia,569698,multiple editors never occurred to me - i didn't think much about the boxes&#44 and the blocking help page wasn't of much use. of \&#34block anonymous users only &lt;url&gt;&#44 prevent account creation &lt;url&gt;&#44 automatically block the last ip address used by this user&#44 and any subsequent addresses they try to edit from &lt;url&gt;&#44\&#34 which should i have checked?,17,21,17,13,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.5403498455916671
Wikipedia,89707,if there was another film that had the same title and wasn't disambiguated on the 1961 film's page or the short story's page&#44 then i cannot be held responsible. how was i to know that there was another film?,5,17,9,13,13,A1R4VG71V6XECZ,A2WKPCZU4U110T,A1BJTTNDDFZ3ZP,A3E157ZN8XPUKJ,A1RT9SQ9D9DLOV,-0.69506758855081108
Wikipedia,571958,a wikipedia project that serves as a place where users can get signatures&#44 userboxes.... stuff like that&#44 so they don't have to make it themselves or ask a specific user to do it. what do you think of that idea?,14,14,15,20,13,AYG3MF094634L,A21753FQKCM5DQ,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.28926946099432971
Wikipedia,331685,well then&#44 if that's figured out&#44 everything is ok with me. when do we start?,17,18,12,19,13,A2YFPO0N4GIS25,A3CA5S8GR8TZ1U,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.43107036364782425
Wikipedia,471173,yes&#44 well&#44 that will take someone time to sit down and write the essayguideline. is it best to start there&#44 or write a draft in user space or a subpage of &lt;url&gt; first?,21,13,13,9,17,A16PRU8T6NZLN5,A233ONYNWKDIYF,AW6UIL04MLQ9N,A2H8VMF0FQIFUM,A1DTQSIIYIZL62,0.054777298724544066
Wikipedia,627881,i have never seen anything which says that warning levels should begin anew each day. &lt;url&gt; says that warning templates &#34are listed at right in order of severity&#44 but need not be used in succession.&#34 if there is another policy somewhere&#44 could you show it to me?,21,14,16,19,15,A233ONYNWKDIYF,A2VMJFBCB921NI,A21753FQKCM5DQ,ARYGQ46IMW8AU,AZOAW8JH5HJJK,0.8200035212618314
Wikipedia,1151,thanks&#44 the logo looks much better now. you wouldn't have a logo for the two predessesor clubs by any chance?,17,25,17,17,21,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.92971975595324818
Wikipedia,294080,so it would seem that the ideas underpinning the law of conservation of mass existed at the time (if not previously)&#44 lavoisier and others were formulating the principle&#44 it did not become a verified &#34law&#34 until the nineteenth century&#44 which subsequently was qualified in the twentieth century. is that about right?,13,18,10,16,16,A233ONYNWKDIYF,A2QN0EGBRGJU1M,A3CA5S8GR8TZ1U,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,0.14114369348931374
Wikipedia,18365,i'm intending on creating a list of crash bandicoot locations. do have any advice for me?,17,17,14,14,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1T5YMBH35PDBX,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.34318782480414933
Wikipedia,425559,thanks&#44 but i am now having trouble finding it. any suggestions?,13,16,18,18,17,A233ONYNWKDIYF,AYG3MF094634L,AZ1RJVNOZFIWV,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,0.66342189778336558
Wikipedia,604463,say what? and what does this have to do with &#34happy new year&#34 and my pretty picture?,5,10,12,7,6,A233ONYNWKDIYF,AYG3MF094634L,AZ1RJVNOZFIWV,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,-1.6764530262242512
Wikipedia,257705,hi skully&#44 i've been keeping an eye on your edits over the past few weeks&#44 and i think you should be a admin. is it alright if i nominated you to be an admin?,21,17,17,17,25,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,1.1315682753577121
Wikipedia,625006,yes&#44 ''kaen chokugeki hou'' is exactly right.  do you have that same ntsc hong kong dvd that i do?,18,17,17,14,13,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,A2X19WQ6ZDDVY4,AYG3MF094634L,A37ADCYLCSB5O2,0.4071793512190629
Wikipedia,630599,i don't understand what you mean. are you saying i cannot link from within a ref tag?,14,13,16,13,13,A2VMJFBCB921NI,A2UBXHCHM2I6IL,A38WUWONC7EXTO,A1RT9SQ9D9DLOV,A1Y3Z92RE62NPS,-0.089513099969994403
Wikipedia,202054,i know that this has been discussed before by various editors&#44 but can anybody give me a reason why the problem is normally formulated in terms of the door numbers (1&#442&#443) and not the objects behind the doors (the car&#44 goat 1&#44 and goat 2).  is this just because the door are given numbers in the problem statement but the goats are not given names?,13,13,13,13,13,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A29B522D0BX6HN,AI4WWBB2PNCKH,AIPK94CUWL45W,-0.14879677576917164
Wikipedia,568908,thank you for closing out this debate.  can you please restore the history for gfdl purposes?,24,17,21,21,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A1T5YMBH35PDBX,A3GOI327COFGY5,A2AMGE57IJVSHF,1.7301597226757821
Wikipedia,339231,yeah i'd be happy to look at the list&#44 however can't promise much! shall we discuss it on the article's talk page so that any comments are in the relevent place?,25,21,17,13,21,A233ONYNWKDIYF,APDWVWS2HMSFD,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A3IHLWMZNBLUR4,1.2071361143928216
Wikipedia,207661,i had no idea that i was such a rogue admin. are you seriously suggesting that i need to be kicked off the project for closing a deletion debate?,5,6,1,1,9,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A2QH1BQA6GR48O,A00613921OIEGJA322163,-2.4024774804147517
Wikipedia,483145,thanks for your comment.  what was done wrong in listing the image for deletion?,17,21,24,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ASDKBXZBSJNZD,A2QH1BQA6GR48O,A19ZT0TQPFA2,1.3064220336896528
Wikipedia,234572,i was unaware of &lt;url&gt; when prodding the article.  however&#44 bearing the &lt;person&gt; tag on &lt;url&gt;&#44 is this list really usefull?,13,9,13,14,21,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A1T5YMBH35PDBX,A1G05O3HM7DNVZ,-0.12765745816220617
Wikipedia,630067,you told me that you couldn't access the page in question&#44 although i had recently changed the link to its new location. maybe you just didn't bother to check it out?,10,9,9,10,13,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,A2X19WQ6ZDDVY4,AYG3MF094634L,A37ADCYLCSB5O2,-1.454526446130014
Wikipedia,475069,with respect to your format&#44 i think that all the things listed in the section before the sections should be separated as slang refs&#44 phrases using breaking then the other section that appears.  what do you think?,21,19,21,17,17,AZN83WTGUR1JZ,A28TXBSZPWMEU9,A00613921OIEGJA322163,A29B522D0BX6HN,AIPK94CUWL45W,0.85775379332478097
Wikipedia,399739,hi. are you ready to start the rfa?,13,13,13,14,21,A22SZHZTF72TRM,A6YO9886DY2SC,A2GSW5RBAT5LQ5,AYG3MF094634L,AHH34KPTA2LSS,0.25735325228827227
Wikipedia,34089,... then you have to at least meet me half-way. for instance&#44 \&#34''&lt;url&gt;'' described the episode as displaying \&#34an exhilarating flair for rapid change of comic gear\&#34 and made commented positively on the scene.\&#34 can you see the problem here?,7,5,9,7,10,A1ST1WRDA4ALST,A31RP7HI5172B,AO3XB5I5QNNUI,A13CO3B2BRXQLZ,A3SQ6ORWDN5BGZ,-1.4089303914352711
Wikipedia,264886,i have just noticed that today a wikipedia administrator added a pov tag in the u201cpsychohistoryu201d article&#44 which you have contributed to edit. perhaps someone should do a little work to balance the article and remove the tag?,17,16,9,9,5,AVV4KDLSDAS9E,ANMGOZ451W9ZN,A1QV3X9YMQQ3OQ,A2LQ33BQ8G259D,A3FGBGZ4RKH712,-0.48003871914189961
Wikipedia,403063,hi there&#44 i always thought &lt;url&gt; was originally ae&ci&#44 not ae&i.  do you have a reference for ae&i?,17,13,13,17,13,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,AIPXB863TARAK,AIPK94CUWL45W,0.29865419038004143
Wikipedia,533260,well&#44 i do have one question. if i were to come across a page that i would normally mark as a csd- like copyright infringement&#44 etc&#44 as an admin can i just delete it or do i need to mark it csd and ask another opinion?,13,16,13,25,9,A233ONYNWKDIYF,A22SZHZTF72TRM,A199E33VY97TR,A1TMK6G1BLKVS2,A3EJ5TT2ZGBIDA,0.1163917780606452
Wikipedia,179474,um&#44 you know that the last couple of replies have been from someone other than esprqii? right?,9,9,5,7,8,AW6UIL04MLQ9N,A21FGAQF6DQ9D9,A1BJTTNDDFZ3ZP,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,-1.1078512220807137
Wikipedia,144985,right&#44 i was demonstrating that one could merge &lt;person&gt; with &lt;person&gt;&#44 that option would not appear on players that were not dual players.  did anything actually break?,11,13,9,17,13,A2WKPCZU4U110T,A22SZHZTF72TRM,A1TLLJDX8H4JP1,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,-0.21889866023234403
Wikipedia,183391,i finished my expansion of the category you created. any suggestions on how to improve the category?,21,17,17,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A3IHLWMZNBLUR4,A3FYTE61RANQTF,0.95411953493975132
Wikipedia,288514,thank you for your time&#44 but&#44 perhaps&#58 if i give you the iformation and images and such for lord strachan&#44 could you maybe make it? it shouldn't be that hard to find info&#44 or images&#44 but i already have them&#44 so if i give you this stuff&#44 perhaps could you do it?,17,17,23,13,22,A1X7TNDO0JIT1O,A31RP7HI5172B,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,0.9198022609439287
Wikipedia,336896,article names can indeed be changed. what would you suggest as a replacement name for \&#34&lt;url&gt;\&#34&#44 since that's the trait for which he is notable and the trait which distinguishes him from at least three other malcolm rosses?,20,13,21,17,13,AZN83WTGUR1JZ,A28TXBSZPWMEU9,A00613921OIEGJA322163,A29B522D0BX6HN,AIPK94CUWL45W,0.21465869318049208
Wikipedia,178477,hello&#44 i'm just wondering how you have found out all the birthdates for the coronation street characters? does it say somewhere?,17,17,13,13,15,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,0.29164355565639877
Wikipedia,296975,hi awadewit&#44  i hope i've started a discussion at &lt;url&gt;?  would you like to weigh in there?,16,17,17,13,9,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,AD317NO9623GZ,0.21223089508949605
Wikipedia,492399,hello - someone moved &lt;url&gt; to a new title with diacritics - and a hyphen&#44 which nobody in the talk page had ever discussed. how does one undo that?,13,17,13,11,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,ANVEDG15GV3QE,AIPK94CUWL45W,-0.0023619902092615998
Wikipedia,262331,but it's not really suitable for its own article&#44 either. do you have a better place to merge it to?,17,7,16,17,13,AO5E3LWBYM72K,A3MN5VOZFQPNZF,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,0.12262269711252916
Wikipedia,416937,still doing vandalism reverts by hand i see. need any help?,5,21,18,8,17,A1R4VG71V6XECZ,A2ULMYRKQMNNFG,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.21843330174529368
Wikipedia,239104,he's doing it again&#44 removing lauren's \&#34bottom 2\&#34 placing (&lt;url&gt;).  i just reverted him but maybe we need to file something at an\/i ?,13,11,9,6,13,A233ONYNWKDIYF,A2QH1BQA6GR48O,ANVEDG15GV3QE,A29B522D0BX6HN,AIPK94CUWL45W,-0.81932814073055904
Wikipedia,382402,hi mic&#44 you changed &lt;url&gt; with a comment of \&#34conforming to header format\&#34. where can i get the standard header format ?,17,17,13,18,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,0.50195539843762749
Wikipedia,503098,and while i'm on templates&#44 i spotted &lt;url&gt;. does it affect the me templates?,13,16,17,15,13,A233ONYNWKDIYF,AW6UIL04MLQ9N,A1BJTTNDDFZ3ZP,A2ULMYRKQMNNFG,A38WUWONC7EXTO,0.11659545351218514
Wikipedia,379875,weren't you involved with &lt;url&gt; (aka \&#34wikibugs\&#34) at some point? is it dead?,9,13,13,13,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,-0.60336382947178868
Wikipedia,549682,as i wrote above&#44 at first i thought lets keep it&#44 but after i heard some arguments&#44 and when i made analysis of my own&#44 i got to my conclusion. what's yours?,15,21,18,17,17,A1ST1WRDA4ALST,A1BQCRF5Q76YFY,A31RP7HI5172B,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,0.60042538465223072
Wikipedia,468821,good day. can look at this report please &lt;url&gt; ?,21,21,17,13,19,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A30BBO4BCZVILB,AIPK94CUWL45W,0.9542566582218267
Wikipedia,316101,how do you want to handle this? - &lt;person&gt; (which will take about a week)&#44 or should one of us just create the new category and transfer the articles&#44 then you can &lt;person&gt; the old one?,17,13,13,17,21,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,AD317NO9623GZ,A3IHLWMZNBLUR4,0.42032657634257137
Wikipedia,426431,just saw your edit on &lt;url&gt;. could you tell me how does croatian glagolitic differ from other glagolitics?,21,13,13,13,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,-0.16185487184070965
Wikipedia,351205,at the request of &lt;url&gt;&#44 here &lt;url&gt;&#44 i've created a set of quality and importance categories for rail transport in germany&#44 here: &lt;url&gt; and &lt;url&gt; and i've set up the links in wikipedia 1.0 assessments. could you tweak &lt;url&gt; so that it copies the wptrains \&#34class\&#34 parameter across into rail transport in germany and to allow the assignment of \&#34importance\&#34 for rail transport in germany?,17,13,13,21,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,A3IHLWMZNBLUR4,0.30627807679928931
Wikipedia,66092,per &lt;url&gt;&#44 there was an autoblock affecting your editing that has now been lifted.  can you edit freely now?,17,13,13,18,21,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,0.41084878325999269
Wikipedia,625649,alf has a large &lt;url&gt; in germany.  how on earth do you know that he is a character &#34almost no one knows about&#34 where you get your f'n info?,5,1,3,3,1,A2YFPO0N4GIS25,A3CA5S8GR8TZ1U,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-2.607978848325859
Wikipedia,630289,i noticed&#44 that for users warned before&#44 huggle still uses level 1 warning. is there anything i can do?,17,17,14,17,17,A16PRU8T6NZLN5,A1TLLJDX8H4JP1,A2UBXHCHM2I6IL,A1RT9SQ9D9DLOV,A3FGBGZ4RKH712,0.5636159992284645
Wikipedia,344550,he's gone. was it something i said?,13,13,13,10,13,A233ONYNWKDIYF,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,A2ULMYRKQMNNFG,A37ADCYLCSB5O2,-0.63597788743275019
Wikipedia,628466,editing pattern just means&#44 have you made more than 3r in 24h. why should s get blocked&#44 when s didn't break 3rr?,9,10,5,18,13,A233ONYNWKDIYF,A2WKPCZU4U110T,A6YO9886DY2SC,AO5E3LWBYM72K,A1DTQSIIYIZL62,-0.74633264440390912
Wikipedia,369741,i will understand if you decline&#44 but would very much like you to accept.  may i nominate you?,17,17,20,23,15,AYG3MF094634L,A1F4D2PZ7NNWTL,A37ADCYLCSB5O2,A38N58BSMTA0BE,A2JKFTV0JXWMI6,1.2220990975147283
Wikipedia,421019,hi again. how do you become an administrator?,13,14,13,13,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,A3IHLWMZNBLUR4,-0.014802507960523782
Wikipedia,625136,i'll take a look at getlogentries when i have time. would you mind adding me as a committer?,17,11,17,17,14,A22SZHZTF72TRM,A26NYABOD7YBW8,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,0.4812855600959775
Wikipedia,474632,i've searched my e-mail and can't find anything. was there an earlier note about this on-wiki somewhere?,13,8,21,15,15,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A3E157ZN8XPUKJ,A26NYABOD7YBW8,A38WUWONC7EXTO,0.02801330668557649
Wikipedia,519222,also&#44 i undid the recent move to eris&#44 pending some discussion. maybe you'd like to supportoppose the move?,17,13,17,7,17,A2ZKDPANCVA690,A2HUIIM8G3Q1VI,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,AEWF3138PFWEN,-0.00043479822610255071
Wikipedia,72875,you are being very insulting on &lt;url&gt;. can't you just trust the strength of your arguments&#44 instead of insulting people who are doing their best to help improve wikipedia?,1,1,11,11,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A3GOI327COFGY5,-2.1272615845862304
Wikipedia,183171,hey&#44 i noiced that the special number in the quran is 19&#44 and worship is also on the 19th baha'i month. did i just discover a baha'i prophecy?,13,13,13,13,15,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A1T5YMBH35PDBX,AI4WWBB2PNCKH,-0.18849173979917244
Wikipedia,630119,thanks from me&#44 too &mdash&#58 cheers! i don't suppose you could put copyright and source information on those images&#44 though?,25,21,18,15,17,A1R4VG71V6XECZ,A2WKPCZU4U110T,AYG3MF094634L,A26NYABOD7YBW8,A13CO3B2BRXQLZ,1.2086286806597291
Wikipedia,385532,one the the main reasons i ask for a citation is to learn precisely what is meant by &#34the consistency of the reals&#34.  you haven't heard anything about this&#44 trovatore&#44 have you?,13,9,9,13,13,A377FGOJB9OTNG,A233ONYNWKDIYF,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,A13CO3B2BRXQLZ,-0.43967374927795566
Wikipedia,120107,hi.  i'm not disputing your reversion of my edit&#44 but would you please point to any other article that has a reading list that is 100% from a single author?,9,13,17,13,7,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,-0.42028871462878598
Wikipedia,202019,nijdam&#44 you quite rightly say&#44 'every event that has occurred is a condition'. but many events have occurred&#44 a door has been opened&#44 a goat has been revealed&#44 the host has spoken several words&#44 how do you decide which of these events to condition on?,9,17,17,15,9,A1486XFUE4FA27,A9Y5N2QRY4PNW,AE3D6SE2D8UPQ,A2UBXHCHM2I6IL,A2MR8AA4I9S89Y,0.078373388537466379
Wikipedia,225630,i've been &#34busy&#34 (all day today in death valley admiring the spring bloom)&#44 and i would like to get at least partial buyin from hg if possible. not a big hurry to rename&#44 right?,13,14,19,13,13,A233ONYNWKDIYF,AYG3MF094634L,AZ1RJVNOZFIWV,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,0.090792667494888374
Wikipedia,620189,yeah&#44 but that suggests that pounds alone aren't included.  also&#44 what would be the corresponding names for the other two templates?,12,14,13,18,21,A1486XFUE4FA27,A21753FQKCM5DQ,A1FF4KWG1G44QE,AEYHIQUDWJ3KV,A34ZSF2JSRXIRP,0.35475501691407496
Wikipedia,71772,with all due respect&#44 that is going to take ages. how can one create a 'bot' to do all this for me for &lt;url&gt;&#44 &lt;url&gt;&#44 &lt;url&gt;&#44 &lt;url&gt; and &lt;url&gt;?,17,17,17,19,25,A2UFD1I8ZO1V4G,A2YFPO0N4GIS25,AYG3MF094634L,A38WUWONC7EXTO,A15DM9BMKZZJQ6,1.1717482114425419
Wikipedia,130410,please take a look at space shuttle discovery&#44 for fpc. will you reconsider?,21,18,22,15,17,A233ONYNWKDIYF,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.94990738160640176
Wikipedia,595431,as for the norwoods&#44 both south norwood and upper norwood are in croydon&#44 but west norwood belongs to the lb of lambeth. does that help?,15,20,9,25,17,ANMGOZ451W9ZN,AO5E3LWBYM72K,A3HL4QP95BEAG3,A2MWGIVIKOXWYM,A2UBXHCHM2I6IL,0.38366686105101461
Wikipedia,417032,i took a look and left comments on &lt;url&gt;.  i am curious&#44 how did you choose to ask me to review your article?,17,16,17,17,13,A2UFD1I8ZO1V4G,A2QN0EGBRGJU1M,A1RT9SQ9D9DLOV,A1DTQSIIYIZL62,A1Y3Z92RE62NPS,0.43365772417279852
Wikipedia,528339,hello - i specifically asked for an image not to be deleted and asked once for it to be restored&#44 but it seems someone asked you to go ahead and delete it again. can you please restore &lt;url&gt; as i had it before?,17,9,17,17,11,A233ONYNWKDIYF,AAZKHFKG1B8VQ,AYG3MF094634L,AC25X12LNYY6Y,AD1IH74UX9IAI,0.2962384450695873
Wikipedia,341902,&lt;url&gt;. do you think it has any chance?,13,13,9,13,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A29B522D0BX6HN,AIPK94CUWL45W,-0.38888120759517297
Wikipedia,624199,thank you for your information&#44 i just received a flood of information from &lt;url&gt; as well. ok&#44 so in this case it is assumed that she was &#34prinzessin v. sachsen&#34&#44 whereas &lt;url&gt; was &#34herzog&#34&#44 ja?,15,16,17,25,17,AYG3MF094634L,AO5E3LWBYM72K,ARYGQ46IMW8AU,A3CFNUD7VR2E1E,A34ZSF2JSRXIRP,0.63293758413477275
Wikipedia,620388,emico&#44 you have to understand that sometimes people use different words to describe the same thing. if i find a source saying &#34hitler killed himself&#34 and i write &#34hitler committed suicide&#34 am i wrong because the word ''suicide'' isn't in the sources?,9,13,11,14,9,A233ONYNWKDIYF,A34A6MSJTD9A4L,A22SZHZTF72TRM,AYG3MF094634L,A1BJTTNDDFZ3ZP,-0.58845293756849415
Wikipedia,144161,i though it's better like that. can you revert it?,17,13,13,21,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A00613921OIEGJA322163,ANVEDG15GV3QE,0.061610421698782655
Wikipedia,496920,not really sure what the remedy is for this&#44 but anyway&#44 now you know. how was your weekend?,9,17,1,19,21,AVV4KDLSDAS9E,A2VMJFBCB921NI,AJSVV9WS1SF2I,A1F4D2PZ7NNWTL,A1Y3Z92RE62NPS,0.26490719790523259
